104.857142857143,103.601694915254,105.112068965517
11.4259259259259,10.9074074074074,9.4375
2,1,0.5
NaN,NaN,NaN
1,2,NaN
172.094339622642,157.896226415094,133.546296296296
665.949275362319,631.68115942029,528.427536231884
917.25,865.371428571429,731.271428571429
901.107142857143,868.828571428571,741.585714285714
862.607142857143,835.778571428571,698.157142857143
901.5,886.585714285714,724.242857142857
1007.06428571429,989.014285714286,796.35
1137.66428571429,1119.07142857143,893.5
1184.60714285714,1150.29285714286,916.192857142857
1115.98571428571,1107.73188405797,867.292857142857
1104.61428571429,1093.37857142857,859.628571428571
1122.24285714286,1111.4,877.028571428571
1267.62857142857,1299.87142857143,1011.91428571429
1280.07857142857,1273.74285714286,1006.69285714286
1123.37857142857,1109.43571428571,889.178571428571
1026.57857142857,1006.50714285714,818.178571428571
890.978260869565,838.407142857143,705.485714285714
621.621428571429,595.45,532.198529411765
343.328571428571,325.702898550725,311.246268656716
NaN,NaN,NaN
